account_age_months,avg_orders_per_month,avg_order_value,returns_rate,support_tickets_6m,reviews_submitted,website_visits_per_month,cart_abandonment_rate,loyalty_member,payment_failures_12m,device_type,discount_usage_rate,days_since_last_active,satisfaction_score,churn
25.0,2.76,29.91,0.121,1,6,12,0.395,1,1,1,0.316,1,7,0
19.0,0.0,80.75,0.025,4,4,1,0.596,0,0,1,0.168,16,3,1
14.0,1.57,58.62,0.103,2,8,14,0.913,1,1,3,0.438,26,5,0
11.0,3.59,107.4,0.202,2,2,6,0.858,1,0,2,0.425,7,5,0
15.0,1.94,74.56,0.236,2,4,5,0.417,1,1,2,0.133,1,2,1
37.0,4.94,76.86,0.12,3,6,12,0.579,1,1,2,0.401,123,9,0
16.0,0.0,92.32,0.0,1,8,14,0.352,0,0,2,0.0,31,5,0
18.0,4.35,64.59,0.075,0,0,11,0.461,0,1,2,0.519,68,7,0
19.0,4.83,133.71,0.0,8,5,7,0.986,1,0,1,0.306,44,8,0
28.0,4.91,92.84,0.076,4,0,13,0.559,0,0,2,0.096,1,7,0
29.0,0.0,107.61,0.177,0,3,9,0.836,1,1,1,0.269,42,4,0
1.0,3.63,67.28,0.0,3,1,10,0.762,1,0,2,0.346,18,6,0
36.0,1.66,70.7,0.083,0,0,2,0.464,0,1,2,0.696,51,8,0
41.0,0.19,103.41,0.035,3,6,1,0.428,1,4,3,0.675,85,8,0
11.0,2.17,99.89,0.243,4,0,6,0.592,1,1,1,0.323,53,8,1
12.0,1.19,31.3,0.132,5,3,2,0.572,1,1,3,0.541,1,6,1
19.0,4.84,79.47,0.168,4,3,16,0.778,0,1,3,0.0,12,5,1
15.0,4.03,91.58,0.123,1,1,1,0.545,0,0,1,0.448,1,10,0
27.0,0.7,70.44,0.161,5,5,4,0.777,1,0,1,0.367,17,10,1
1.0,1.55,88.26,0.186,0,2,1,0.466,1,0,2,0.272,7,9,0
11.0,2.24,71.92,0.103,3,1,10,0.605,0,2,1,0.0,33,5,1
42.0,2.86,10.0,0.058,0,0,4,0.401,0,0,1,0.557,1,7,0
13.0,5.01,29.12,0.025,3,0,18,0.26,1,0,1,0.261,1,10,0
39.0,4.38,109.12,0.241,6,4,10,0.417,1,0,2,0.229,52,4,1
28.0,3.1,66.45,0.166,4,0,6,0.701,0,1,2,0.177,91,7,1
2.0,2.48,81.64,0.0,5,8,9,0.873,0,2,3,0.295,96,6,1
32.0,0.0,74.87,0.08,5,3,11,0.572,0,0,3,0.449,36,5,1
23.0,5.58,46.11,0.133,2,0,13,0.692,1,0,2,0.134,16,5,0
19.0,2.11,58.65,0.234,0,5,14,0.534,1,0,2,0.419,1,8,0
27.0,6.11,86.51,0.012,0,2,6,0.506,1,2,3,0.276,16,7,0
30.0,3.39,90.08,0.134,0,6,3,0.822,0,0,1,0.485,44,8,0
32.0,7.05,151.59,0.068,2,0,10,0.86,1,2,2,0.629,93,7,0
38.0,4.21,58.28,0.004,0,0,18,0.882,0,1,1,0.283,57,8,0
29.0,0.14,133.47,0.208,3,5,16,0.768,0,0,2,0.553,1,5,1
7.0,1.77,44.89,0.023,3,7,19,0.537,0,2,3,0.673,62,8,0
18.0,2.66,92.1,0.178,0,4,18,0.482,1,2,1,0.539,84,4,0
59.0,1.25,81.23,0.0,5,4,1,0.268,1,0,3,0.264,1,5,0
33.0,2.25,70.59,0.061,1,0,8,0.987,0,1,1,0.268,3,6,0
52.0,0.27,74.8,0.146,0,1,7,0.302,0,0,1,0.276,94,8,0
41.0,3.01,53.21,0.157,0,1,9,0.608,1,2,2,0.0,86,7,0
27.0,3.47,106.64,0.135,2,7,9,0.28,1,1,1,0.259,58,7,0
28.0,0.99,45.51,0.179,2,7,15,0.814,1,3,3,0.185,1,1,1
24.0,6.88,86.11,0.077,2,5,1,0.677,0,3,1,0.181,5,6,0
3.0,3.13,101.46,0.211,5,9,13,0.864,1,1,1,0.135,73,8,1
24.0,1.37,123.45,0.129,2,5,12,0.642,1,0,1,0.363,15,6,0
39.0,0.0,109.01,0.159,0,7,12,0.74,0,1,3,0.0,98,5,1
17.0,3.12,95.04,0.129,1,2,4,0.67,1,0,1,0.163,93,8,0
29.0,2.48,52.68,0.139,5,3,12,0.854,0,1,3,0.165,80,5,1
34.0,4.57,47.5,0.02,0,3,5,0.67,0,2,2,0.341,23,8,0
13.0,2.71,35.15,0.025,2,0,10,0.798,1,3,2,0.566,7,7,0
19.0,0.61,31.8,0.057,3,2,7,1.0,0,0,1,0.716,24,4,1
12.0,6.34,74.95,0.141,5,4,4,0.439,0,4,2,0.263,1,5,0
14.0,3.87,49.54,0.053,2,1,1,0.453,1,0,1,0.178,7,10,0
9.0,2.49,116.97,0.076,0,5,13,0.849,0,0,1,0.092,51,7,0
13.0,3.33,54.74,0.094,3,1,5,0.65,0,2,2,0.635,33,7,0
41.0,3.95,78.3,0.213,4,1,7,0.655,0,0,3,0.256,79,1,1
13.0,0.14,65.74,0.148,2,3,11,0.732,1,2,2,0.0,112,7,1
26.0,3.32,25.86,0.0,5,0,1,0.648,1,1,2,0.616,57,7,0
18.0,2.1,113.13,0.113,0,6,12,0.283,1,0,2,0.0,71,10,0
38.0,4.01,99.34,0.076,2,5,10,0.652,0,2,2,0.611,1,5,0
40.0,1.52,103.37,0.082,2,5,1,0.381,0,0,3,0.303,27,7,0
34.0,1.79,95.82,0.1,4,5,4,0.708,0,1,2,0.0,92,6,1
28.0,6.33,48.42,0.19,5,3,14,0.694,0,3,1,0.406,1,5,1
21.0,5.46,49.1,0.035,2,4,15,0.665,1,0,2,0.249,58,4,0
10.0,0.0,90.82,0.116,1,4,13,0.576,1,1,2,0.0,22,4,1
47.0,5.31,129.0,0.123,3,0,3,1.0,1,3,2,0.089,55,4,0
15.0,2.85,88.51,0.082,0,4,5,1.0,0,1,3,0.0,1,8,0
32.0,1.58,109.25,0.049,1,2,1,0.242,0,0,3,0.0,136,6,0
37.0,0.99,56.59,0.04,4,9,12,0.505,0,3,1,0.0,52,2,1
17.0,1.1,113.42,0.066,3,2,1,0.944,0,2,1,0.638,54,3,1
36.0,1.64,60.32,0.159,0,3,18,0.802,1,1,2,0.632,68,6,1
33.0,0.75,83.41,0.071,0,0,8,0.547,0,1,3,0.0,56,4,0
45.0,0.29,62.18,0.092,0,2,6,0.843,1,0,1,0.0,4,8,0
18.0,0.92,106.12,0.007,0,0,5,0.445,0,1,2,0.233,86,5,0
9.0,3.65,106.6,0.062,2,9,4,0.459,0,3,2,0.282,11,7,0
18.0,3.1,23.31,0.118,6,5,8,0.603,0,0,3,0.183,108,7,1
27.0,4.11,121.39,0.0,6,2,2,0.699,0,1,3,0.147,39,6,0
25.0,2.87,158.17,0.184,0,5,14,0.69,1,2,3,0.583,63,5,0
19.0,0.39,62.56,0.053,3,0,13,0.655,0,1,1,0.0,1,7,1
1.0,3.99,70.56,0.241,3,2,9,0.632,1,0,3,0.255,16,3,1
30.0,0.99,118.38,0.134,3,0,13,0.566,1,0,3,0.0,95,7,0
48.0,4.29,77.34,0.0,0,0,3,0.521,1,0,3,0.548,77,10,0
30.0,0.67,74.86,0.122,0,5,1,0.601,1,0,2,0.143,19,6,0
31.0,1.63,141.39,0.075,3,3,11,0.667,1,2,2,0.017,62,6,0
31.0,2.28,27.6,0.123,1,0,7,0.44,1,0,2,0.819,77,7,0
29.0,4.35,47.39,0.229,2,1,8,0.327,0,1,2,0.437,15,2,1
35.0,3.35,89.62,0.156,0,7,2,0.618,0,0,2,0.52,5,7,0
29.0,3.04,18.32,0.082,1,1,8,0.636,0,0,3,0.196,1,6,0
20.0,6.77,61.94,0.0,0,5,1,0.531,0,0,2,0.072,53,8,0
14.0,0.0,61.62,0.17,3,1,14,0.493,0,0,2,0.432,60,6,1
21.0,0.92,108.66,0.141,1,4,8,0.634,0,0,2,0.307,1,5,0
28.0,0.84,99.25,0.193,3,5,16,0.59,1,0,2,0.0,61,6,1
20.0,0.0,16.09,0.089,1,1,9,0.587,0,2,2,0.523,57,7,1
28.0,1.56,50.74,0.124,3,3,3,0.993,1,0,2,0.198,28,6,0
29.0,4.38,50.85,0.08,7,4,13,0.234,0,0,1,0.076,78,4,1
34.0,1.82,67.42,0.107,0,1,1,0.344,0,1,2,0.306,1,10,0
39.0,2.33,36.59,0.0,3,2,6,0.567,1,1,1,0.43,1,6,0
25.0,0.0,90.81,0.125,0,0,7,0.742,0,0,3,0.287,33,8,0
8.0,1.41,50.7,0.131,2,3,1,0.46,1,2,2,0.722,60,7,1
20.0,2.08,95.6,0.06,3,6,17,0.363,0,0,2,0.255,71,6,0
25.0,4.28,74.9,0.149,3,0,11,0.565,0,1,1,0.0,45,5,0
2.0,0.0,40.94,0.17,4,1,1,0.564,0,1,2,0.274,48,10,1
41.0,2.09,123.59,0.212,5,0,10,0.257,0,2,2,0.0,8,3,1
26.0,5.17,124.62,0.018,4,5,1,0.684,1,0,2,0.494,72,6,0
29.0,2.11,85.16,0.154,5,0,10,0.569,1,1,3,0.027,29,4,1
40.0,0.0,66.63,0.207,3,5,2,0.702,1,1,2,0.313,29,5,1
16.0,5.56,38.03,0.072,0,5,8,0.69,0,0,2,0.294,1,8,0
31.0,4.47,112.49,0.212,4,6,10,0.151,1,2,3,0.0,18,9,0
23.0,4.74,103.79,0.042,1,4,10,0.593,1,0,2,0.512,15,8,0
22.0,0.0,46.51,0.106,4,0,6,0.578,0,0,2,0.026,34,6,1
15.0,6.02,50.96,0.0,0,3,4,0.507,0,1,1,0.54,1,6,0
44.0,1.45,90.99,0.0,1,4,6,0.656,1,1,1,0.194,1,6,0
19.0,1.98,33.86,0.0,0,5,14,0.533,0,0,2,0.409,17,7,0
32.0,1.59,53.1,0.213,3,5,11,0.459,1,0,1,0.114,72,5,1
1.0,4.89,38.58,0.038,0,2,13,0.551,0,1,2,0.145,54,5,0
38.0,2.64,39.71,0.038,2,3,8,0.435,0,0,2,0.293,1,8,0
37.0,3.96,49.8,0.133,2,3,14,0.619,0,1,1,0.173,1,8,0
25.0,3.15,106.71,0.041,5,0,17,0.488,0,0,3,0.293,21,9,0
21.0,2.81,13.59,0.196,3,0,1,0.538,0,1,2,0.818,70,5,1
29.0,1.11,90.17,0.249,3,3,2,0.302,1,0,3,0.278,35,6,1
51.0,6.62,84.03,0.0,2,0,14,0.373,0,1,2,0.443,135,8,0
3.0,0.07,108.89,0.142,0,0,18,0.673,0,0,2,0.321,9,10,0
33.0,3.82,84.0,0.0,0,0,1,0.852,0,1,2,0.054,1,5,0
13.0,3.75,61.74,0.0,3,5,1,0.6,0,0,3,0.0,86,6,0
24.0,5.31,46.46,0.138,0,4,3,0.934,1,1,1,0.563,82,8,0
21.0,5.78,109.66,0.025,2,3,5,0.713,0,0,3,0.418,1,7,0
19.0,2.73,92.39,0.121,2,2,9,0.55,0,0,1,0.21,1,5,0
24.0,4.06,57.74,0.102,0,1,13,0.905,1,1,2,0.054,1,6,0
10.0,6.53,106.81,0.0,2,0,7,0.44,0,0,3,0.146,1,7,0
36.0,2.87,59.39,0.153,2,5,18,0.673,0,3,2,0.583,16,4,1
2.0,0.87,74.97,0.124,8,2,8,0.64,1,2,2,0.467,91,5,1
30.0,2.23,53.84,0.103,2,5,4,0.121,1,1,1,0.0,5,7,0
20.0,0.39,93.68,0.048,5,0,2,0.545,1,0,2,0.58,107,6,1
10.0,3.74,40.2,0.131,3,8,5,0.948,1,3,3,0.14,54,8,1
26.0,5.13,64.55,0.0,3,4,9,0.503,0,0,1,0.59,79,8,0
5.0,2.76,52.09,0.019,4,3,7,0.497,0,1,2,0.018,24,8,0
24.0,0.0,84.23,0.126,0,0,6,0.708,1,0,2,0.536,100,5,1
7.0,5.04,88.6,0.182,2,3,6,0.152,0,2,2,0.222,54,7,0
30.0,0.0,36.35,0.062,3,5,3,0.756,1,1,3,0.071,14,3,1
13.0,0.0,89.23,0.137,0,0,9,0.52,0,2,1,0.183,84,4,1
19.0,2.64,23.31,0.116,2,3,20,0.39,1,2,2,0.342,35,7,0
28.0,3.5,151.72,0.133,2,3,6,0.781,1,2,2,0.294,80,8,0
15.0,3.84,57.1,0.045,1,4,10,0.686,0,0,3,0.212,1,7,0
23.0,2.87,111.72,0.088,0,0,5,0.897,0,0,2,0.421,1,7,0
6.0,6.52,82.04,0.097,0,5,18,0.675,1,0,2,0.47,13,3,0
32.0,3.13,83.46,0.22,1,5,5,0.631,0,2,2,0.284,80,4,1
45.0,5.07,34.19,0.012,3,5,6,0.647,1,1,1,0.599,1,8,0
58.0,4.57,104.52,0.0,2,1,1,0.572,0,0,3,0.707,34,5,0
25.0,0.41,76.7,0.34,3,6,1,0.408,0,3,1,0.126,50,6,1
33.0,2.66,91.45,0.125,1,1,7,0.734,0,1,1,0.309,101,10,0
3.0,7.25,71.82,0.144,0,0,5,0.575,0,2,2,0.166,61,6,0
42.0,1.99,79.55,0.151,1,4,11,0.773,0,0,1,0.176,18,9,0
33.0,1.65,43.95,0.162,0,3,11,0.466,0,2,1,0.433,52,8,1
18.0,3.34,69.65,0.172,0,7,9,0.431,0,2,3,0.278,49,10,0
39.0,2.06,60.3,0.162,2,0,11,0.62,1,2,1,0.204,36,4,1
21.0,1.41,50.31,0.19,1,2,12,0.61,0,0,1,0.225,32,4,1
19.0,2.03,79.71,0.113,6,2,10,0.642,1,0,2,0.464,1,4,1
30.0,5.86,87.72,0.186,4,5,5,0.574,0,2,2,0.013,1,7,0
11.0,2.73,83.78,0.251,3,0,3,0.828,0,0,2,0.154,21,10,1
36.0,0.34,71.42,0.116,0,7,6,0.243,0,2,2,0.366,125,3,1
11.0,0.0,89.39,0.138,5,1,6,0.488,1,3,3,0.498,21,7,1
11.0,7.41,83.48,0.054,2,2,9,0.618,0,0,1,0.253,29,7,0
13.0,2.55,78.41,0.087,1,3,14,0.618,0,0,3,0.214,1,10,0
33.0,3.87,80.82,0.128,0,0,6,0.547,0,0,3,0.932,70,9,0
17.0,1.46,116.41,0.069,0,4,9,0.406,0,1,3,0.273,76,9,0
8.0,3.64,32.82,0.107,1,4,20,0.044,0,2,2,0.021,1,5,0
17.0,5.92,63.85,0.127,0,1,10,0.759,0,1,3,0.399,1,5,0
24.0,1.7,86.84,0.222,2,4,11,0.634,0,3,3,0.256,76,4,1
10.0,3.92,19.6,0.031,2,4,18,0.783,1,2,2,0.0,113,7,0
10.0,0.19,123.39,0.134,4,5,7,0.197,0,1,3,0.109,1,7,1
49.0,7.05,83.92,0.052,2,6,12,0.402,0,1,2,0.679,63,6,0
14.0,3.54,108.49,0.161,0,4,3,0.561,1,0,2,0.525,1,6,0
20.0,2.17,114.19,0.168,1,4,6,0.297,0,3,1,0.383,1,7,1
20.0,2.4,89.44,0.234,0,0,6,0.526,0,0,3,0.405,11,4,0
19.0,1.98,10.0,0.066,0,0,11,0.776,1,2,3,0.118,1,2,0
31.0,2.08,80.17,0.112,0,1,20,0.435,0,1,1,0.45,120,6,0
35.0,0.0,82.42,0.164,8,4,3,0.847,0,0,2,0.1,1,3,1
20.0,2.8,36.96,0.153,1,4,15,0.439,0,0,3,0.143,35,8,0
9.0,2.72,12.36,0.0,4,0,13,0.755,1,2,1,0.528,45,5,1
39.0,3.98,91.16,0.045,1,3,9,0.438,1,0,2,0.181,20,5,0
23.0,1.95,31.28,0.146,1,6,10,0.872,0,1,2,0.928,25,7,1
45.0,1.46,147.15,0.083,1,10,12,0.669,0,1,1,0.253,5,5,0
1.0,2.98,84.21,0.165,0,7,8,0.689,0,0,2,0.24,1,7,0
26.0,0.0,122.3,0.183,0,1,5,0.405,1,0,1,0.755,109,6,0
47.0,3.29,76.09,0.083,3,1,15,0.464,1,0,3,0.195,9,6,0
20.0,0.0,101.3,0.148,2,4,7,0.682,1,1,3,0.085,1,3,0
21.0,5.24,76.86,0.216,6,5,9,0.717,0,0,2,0.819,24,6,1
28.0,4.37,110.2,0.181,1,6,2,0.405,0,3,2,0.631,16,6,0
17.0,1.15,10.0,0.038,1,5,8,0.855,0,1,1,0.487,98,6,1
20.0,4.32,106.09,0.085,2,0,1,0.634,0,1,2,0.096,1,5,0
20.0,3.22,98.41,0.102,4,0,9,0.704,1,2,2,0.245,51,4,0
16.0,0.98,69.6,0.025,2,7,1,0.669,1,0,2,0.195,85,7,0
39.0,0.0,60.68,0.186,6,3,1,0.332,0,1,3,0.375,1,7,1
30.0,3.63,64.53,0.048,10,0,1,0.907,0,1,2,0.433,24,7,1
27.0,1.41,84.9,0.092,4,0,11,0.895,0,0,2,0.161,1,7,1
34.0,5.19,117.49,0.186,3,1,2,0.538,0,0,3,0.082,5,4,0
21.0,3.03,56.3,0.064,0,8,7,0.995,0,2,3,0.022,1,5,0
15.0,1.6,15.44,0.073,6,2,4,0.633,0,0,2,0.169,15,1,1
17.0,6.6,161.96,0.127,6,5,11,0.64,0,0,2,0.263,29,9,0
24.0,4.15,98.51,0.067,7,4,1,0.561,1,3,3,0.543,1,7,0
11.0,0.0,61.31,0.223,4,3,8,0.567,0,3,3,0.293,25,7,1
18.0,2.03,116.61,0.027,0,0,6,0.985,1,0,2,0.331,64,10,0
18.0,0.23,107.68,0.0,0,6,12,0.77,0,0,2,0.096,68,6,0
49.0,1.4,92.23,0.167,0,1,12,0.629,0,2,2,0.376,52,4,0
1.0,2.71,58.3,0.071,2,0,1,0.505,1,3,2,0.429,6,7,1
22.0,3.71,98.36,0.035,0,0,15,0.507,1,2,2,0.437,1,4,0
45.0,3.52,113.13,0.131,5,5,14,0.559,0,2,2,0.102,110,7,0
25.0,5.16,14.8,0.134,0,5,11,0.397,1,0,2,0.343,49,10,0
33.0,4.27,82.86,0.039,1,0,1,0.644,0,0,2,0.423,16,6,0
25.0,4.15,85.44,0.195,3,1,11,0.898,1,0,3,0.137,1,4,0
16.0,3.4,84.31,0.169,1,4,12,0.85,1,1,1,0.361,45,4,0
1.0,5.57,76.62,0.258,0,3,6,0.216,1,1,3,0.0,116,10,0
26.0,2.37,116.51,0.063,0,1,14,0.622,1,0,2,0.195,1,7,0
15.0,2.42,67.6,0.113,5,3,18,0.161,0,1,3,0.066,81,5,1
14.0,0.0,74.9,0.119,0,6,6,0.77,0,2,3,0.089,71,4,1
18.0,5.11,86.05,0.074,1,4,3,0.588,0,4,2,0.486,5,8,0
45.0,2.85,68.77,0.132,1,5,7,1.0,1,0,1,0.709,1,5,0
53.0,8.87,26.49,0.138,0,2,11,0.687,1,1,1,0.191,29,4,0
27.0,2.19,82.49,0.138,3,0,8,0.411,1,0,3,0.057,57,10,0
18.0,3.18,82.89,0.074,6,4,2,0.321,0,1,2,0.122,68,4,1
10.0,4.09,62.22,0.083,5,5,15,0.613,1,0,3,0.539,1,9,0
30.0,0.8,70.37,0.055,1,1,7,0.658,0,0,3,0.443,96,6,1
45.0,3.72,10.0,0.04,5,4,12,0.515,0,1,3,0.553,64,8,1
21.0,3.07,117.29,0.095,0,3,12,0.561,1,2,2,0.276,29,9,0
1.0,2.39,106.54,0.221,4,0,7,0.45,0,0,3,0.498,66,7,1
32.0,5.35,28.18,0.263,0,3,12,0.639,0,0,3,0.12,52,4,1
36.0,1.19,51.36,0.205,5,4,18,0.509,0,2,3,0.517,63,7,1
5.0,3.55,125.7,0.063,2,2,13,0.492,0,0,1,0.47,1,9,0
26.0,5.91,34.58,0.133,0,6,1,0.366,0,0,2,0.084,1,9,0
29.0,1.59,91.75,0.0,3,0,7,0.942,0,1,3,0.176,34,9,0
23.0,2.41,57.78,0.088,2,9,4,0.425,1,0,3,0.23,18,8,0
15.0,7.69,89.35,0.069,3,3,15,0.745,0,0,1,0.45,1,9,0
36.0,3.95,76.75,0.25,0,2,8,0.552,0,2,3,0.281,50,6,1
19.0,1.99,65.09,0.121,0,6,7,0.665,0,1,2,0.253,45,7,0
6.0,4.61,88.6,0.104,4,0,1,0.59,1,1,1,0.0,1,6,0
1.0,1.86,57.74,0.095,2,10,26,0.5,1,0,1,0.43,77,4,0
39.0,0.0,12.55,0.077,4,1,9,0.56,0,2,1,0.226,133,5,1
31.0,5.74,42.53,0.143,4,6,7,0.398,0,1,1,0.148,40,9,0
25.0,0.79,38.32,0.047,4,3,1,0.946,0,2,2,0.089,1,2,1
19.0,7.9,18.86,0.144,7,0,9,0.541,0,0,3,0.344,17,5,1
18.0,2.02,87.93,0.215,3,6,8,0.725,0,0,3,0.563,19,3,1
11.0,7.27,68.95,0.109,0,5,9,0.743,0,0,3,0.0,1,10,0
19.0,0.26,87.39,0.075,0,12,1,0.7,1,1,3,0.136,67,8,0
1.0,5.05,93.23,0.094,1,4,1,0.701,0,2,3,0.139,1,10,0
15.0,4.0,101.48,0.196,3,1,18,0.357,0,0,3,0.709,1,10,1
20.0,4.68,89.24,0.111,6,0,1,0.26,1,1,3,0.365,29,8,0
31.0,4.94,40.71,0.051,2,1,11,0.231,0,0,1,0.34,39,4,0
24.0,2.0,95.28,0.165,7,4,6,0.398,1,2,2,0.225,51,8,1
34.0,0.38,82.76,0.043,7,2,14,0.694,0,0,3,0.477,19,6,1
40.0,2.9,151.65,0.081,3,5,9,1.0,1,1,1,0.0,16,9,0
37.0,3.45,75.28,0.118,4,4,9,0.975,0,2,2,0.0,42,5,1
30.0,2.06,88.4,0.035,1,0,9,0.883,0,1,2,0.076,22,7,0
24.0,3.56,71.68,0.0,7,2,3,0.38,0,0,1,0.425,45,8,0
12.0,3.66,76.71,0.136,0,0,1,0.808,0,0,2,0.557,66,7,0
33.0,1.18,74.35,0.0,6,4,7,0.626,0,1,2,0.342,39,5,1
44.0,3.79,59.79,0.026,0,4,1,0.326,0,1,1,0.0,113,7,0
28.0,2.47,81.21,0.162,4,1,1,0.942,1,1,2,0.328,1,5,1
47.0,1.6,96.76,0.134,5,0,9,0.49,1,2,2,0.123,39,5,1
6.0,4.57,60.32,0.087,5,11,6,0.956,1,0,2,0.469,45,3,1
10.0,1.45,104.25,0.028,1,4,14,0.728,0,0,3,0.539,1,7,0
34.0,2.09,100.0,0.066,1,4,13,0.495,0,0,2,0.605,1,4,0
27.0,3.14,44.19,0.146,7,0,11,0.323,0,2,3,0.368,78,4,1
40.0,5.75,41.27,0.089,0,5,11,0.659,0,2,3,0.239,47,7,0
24.0,3.39,90.69,0.001,1,6,3,0.845,0,2,2,0.0,1,7,0
14.0,4.06,54.44,0.03,7,4,11,0.623,0,3,3,0.112,31,6,1
21.0,2.4,38.4,0.065,2,3,4,0.805,1,0,1,0.0,65,7,0
6.0,2.84,135.09,0.129,2,3,11,0.599,1,3,2,0.0,1,7,0
10.0,2.9,41.18,0.108,8,0,25,0.506,0,2,2,0.36,24,7,1
36.0,3.59,21.67,0.0,0,1,1,0.543,1,1,3,0.185,1,8,0
34.0,2.41,47.57,0.208,0,2,12,0.693,0,0,3,0.458,23,6,0
28.0,5.68,83.11,0.041,3,6,8,0.51,0,0,2,0.303,37,9,0
3.0,2.25,77.57,0.135,2,4,4,0.494,1,1,2,0.0,72,7,1
20.0,0.0,141.05,0.024,0,1,12,0.304,1,0,2,0.507,46,4,0
9.0,8.49,48.11,0.299,4,1,1,0.635,1,1,1,0.305,26,4,1
38.0,2.35,83.27,0.206,2,0,20,0.509,0,1,3,0.563,1,2,1
17.0,5.63,114.5,0.038,2,4,14,0.333,0,1,2,0.349,54,6,0
11.0,5.81,51.93,0.107,2,2,5,0.515,0,0,1,0.382,1,6,0
24.0,4.89,99.63,0.018,0,4,1,0.612,0,1,2,0.232,42,9,0
16.0,2.6,10.87,0.072,0,12,4,0.673,1,0,2,0.006,1,4,0
42.0,3.57,136.56,0.134,0,2,17,0.724,0,1,1,0.771,69,5,0
15.0,0.45,109.82,0.168,5,4,20,0.63,0,0,1,0.456,72,7,1
7.0,6.98,51.18,0.001,2,1,7,0.434,1,0,1,0.0,1,7,0
1.0,1.3,104.04,0.04,5,2,12,0.679,0,1,3,0.366,1,6,1
24.0,2.49,120.96,0.175,1,0,6,0.442,0,0,2,0.028,46,7,0
17.0,3.2,29.9,0.206,5,0,6,0.479,0,1,2,0.0,1,8,1
7.0,2.79,54.0,0.038,0,0,3,0.461,0,1,3,0.24,31,10,0
38.0,1.69,122.11,0.177,5,0,16,0.505,0,2,2,0.272,41,5,1
32.0,5.79,77.36,0.001,2,4,4,0.773,1,1,3,0.119,74,9,0
24.0,4.9,90.27,0.076,0,2,10,0.7,0,0,2,0.312,70,8,0
40.0,3.64,77.46,0.008,0,2,9,0.729,0,1,1,0.239,30,7,0
32.0,2.2,106.2,0.068,4,2,24,0.833,0,1,2,0.074,1,7,0
14.0,5.13,92.95,0.253,5,3,8,0.378,1,0,1,0.148,39,5,1
12.0,2.07,78.72,0.096,2,3,5,0.604,1,0,3,0.0,35,3,0
34.0,6.14,10.0,0.077,4,3,4,0.571,0,1,2,0.383,6,6,0
29.0,3.22,97.4,0.055,3,2,13,0.665,0,2,2,0.474,1,6,0
26.0,5.46,100.52,0.076,2,5,20,0.662,0,0,2,0.247,32,6,0
14.0,2.77,31.62,0.035,5,0,19,0.294,0,2,1,0.0,32,6,1
31.0,3.14,33.99,0.111,0,1,5,0.848,0,2,2,0.375,60,4,1
15.0,5.45,93.12,0.097,2,1,13,0.493,0,2,2,0.0,45,10,0
23.0,7.39,81.8,0.063,4,5,2,0.638,0,0,2,0.223,1,5,0
41.0,6.12,10.0,0.056,1,1,8,0.685,0,2,2,0.28,7,5,0
16.0,4.75,46.23,0.115,3,0,1,0.595,1,2,2,0.259,91,9,1
5.0,4.18,85.98,0.042,0,4,8,0.373,1,1,2,0.098,17,8,0
11.0,1.99,98.68,0.081,2,5,2,0.627,0,1,2,0.407,26,4,0
36.0,3.59,54.55,0.064,0,5,8,0.593,1,1,3,0.224,12,5,0
27.0,1.17,69.84,0.0,0,6,16,0.591,1,1,2,0.0,62,8,0
22.0,3.75,44.22,0.169,4,3,3,0.554,1,1,2,0.12,1,4,1
18.0,3.88,121.34,0.0,0,4,6,0.735,1,0,1,0.0,16,8,0
30.0,0.0,81.11,0.0,0,2,14,0.924,0,0,1,0.315,150,8,0
14.0,3.08,51.63,0.172,4,2,6,0.954,1,2,2,0.0,39,3,1
28.0,3.83,34.53,0.011,2,0,1,0.752,1,1,2,0.415,45,6,0
15.0,2.83,30.66,0.0,0,5,6,0.735,0,1,2,0.0,1,9,0
13.0,3.72,138.4,0.207,3,0,8,0.292,0,1,1,0.207,28,6,0
16.0,0.32,68.93,0.049,0,0,12,0.627,0,2,1,0.138,69,4,0
19.0,1.45,61.02,0.197,0,9,1,0.693,1,1,3,0.289,34,4,1
23.0,5.07,67.54,0.027,1,3,11,0.184,0,0,2,0.445,122,4,0
27.0,3.0,52.94,0.0,2,3,9,0.982,0,2,2,0.197,23,4,0
1.0,3.68,71.25,0.074,0,0,1,0.583,0,3,2,0.0,1,9,0
14.0,1.91,76.22,0.003,1,4,6,0.427,1,1,2,0.313,63,6,0
19.0,3.04,75.53,0.132,6,7,9,0.393,0,2,3,0.456,1,5,1
42.0,0.0,30.81,0.154,2,7,3,0.65,1,0,1,0.404,1,4,1
11.0,4.69,106.24,0.174,0,0,2,0.683,0,1,1,0.025,21,7,0
26.0,6.62,55.65,0.075,2,7,8,0.867,1,0,2,0.387,85,8,0
42.0,0.87,51.95,0.21,0,3,8,0.425,1,0,3,0.483,1,6,1
8.0,1.12,50.37,0.026,7,0,1,0.589,0,1,2,0.386,14,4,1
29.0,3.88,38.16,0.111,0,0,4,0.566,0,0,2,0.561,33,6,0
14.0,5.95,84.37,0.089,3,0,3,0.512,0,0,3,0.81,56,8,0
18.0,3.0,106.32,0.258,2,5,1,0.45,0,0,1,0.0,11,6,1
14.0,0.54,49.7,0.197,0,2,13,0.991,0,2,1,0.474,18,7,1
15.0,2.58,10.49,0.103,6,1,14,0.775,1,0,2,0.365,96,5,1
